인증번호,모델명,제품명,브랜드명,사업자구분,법정제품분류,리콜종류,리콜사업자명,제조국가명,제조사명,제조사국가명,리콜방법,위해유형,안전성조사명,등록일
,로라앨리스윗우의(MA0583),기타어린이제품(우의),,수입,기타어린이제품>,명령에따른리콜,(주)윙하우스,국외>아시아지역>중국,(주)윙하우스,국내>아시아지역>대한민국,환불,유해물질,환경부후속조치,2021-02-24
B053R138-3003,R03P(인증)/산업용품전동공구유압공구250망간건전지AA60개묶음판매(제품),건전지,-,수입,화학>건전지>망간건전지,명령에따른리콜,(주)오로라,국외>아시아지역>중국,(주)오로라,국내>아시아지역>대한민국,환불,유해물질,1차,2021-02-24
,어린이용안경,어린이용안경테,-,수입,어린이>어린이용안경테(선글라스포함),명령에따른리콜,미소,국외>아시아지역>중국,미소,국내>아시아지역>대한민국,환불,유해물질,1차,2021-02-24
,벨로아후드레깅세트_브라운11호,아동용섬유제품,-,제조,어린이>아동용섬유제품,명령에따른리콜,또래친구㈜,국내>아시아지역>대한민국,또래친구㈜,국내>아시아지역>대한민국,환불,질식,1차,2021-02-24
,KS88,KS120,Kapexsaw,,,,자발적리콜,,,,수리,제조불량,자발적리콜,2021-04-06
,KS88,KS120,Kapexsaw,,,,자발적리콜,,,,개선조치,기타,자진리콜,2021-02-21
XO070024-20001A,PD-230,직류전원을사용하는전기찜질기(K2),K2,판매,전기기기>직류전원을사용하는전기찜질기,,자발적리콜,,,,수리,화재및화상,한국소비자원권고,2021-02-03
XU070349-19001A,KQV0759M,직류전원을사용하는전기찜질기(테미발열조끼),주식회사콜핑,수입,전기기기>직류전원을사용하는전기찜질기,,자발적리콜,,,,파기,화재및화상,한국소비자원권고,2021-02-04
XH070365-17001,NBH01,발열조끼,네파세이프티,판매,전기기기>직류전원을사용하는전기찜질기,,자발적리콜,,,,개선조치,화재및화상,자진리콜,2021-02-18
CB093T002-1001,MX 16/20,어린이용 자전거,ORBEA,수입,,자발적리콜,세파스,,,,,,,2021-11-01
B401W005-20001,TARMAC SL7 Comp/Expert/Pro/S-Works,TARMAC SL7(타막 SL7),Specialized TARMAC,수입,,자발적리콜,스페셜라이즈드코리아 (유),,,,,,,2021-11-08
공급자적합성대상(성적서번호CKD-2018-000122),유아울타리,애니핏 원목 베이비룸,세이지폴,수입,,자발적리콜,(주)쁘띠엘린,,,,,,,2021-10-19
,SLW02,도배용사다리(휴대용사다리),스마토,수입,생활>휴대용 사다리>도배용 사다리,명령에따른리콜,크레텍책임,국외>아시아지역>중국,,,,낙상,5차,2021-10-18
,SLJ03,계단식소형사다리(휴대용사다리),스마토,수입,생활>휴대용 사다리>계단식 소형 사다리,명령에따른리콜,크레텍책임,국외>아시아지역>중국,,,,낙상,5차,2021-10-18
B721R007-21001<br>(인증모델:LGO-E350lite),LGO-E350lite,전동킥보드(전동보드),롤리고고,수입,생활용품>전동보드>전동킥보드,명령에따른리콜,다음네트웍스주식회사,국외>아시아지역>중국,,,,화재 및 화상,5차,2021-10-18
,DPDSA-001-PK,책상 탁자(어린이용 가구),세이지폴,수입,어린이>어린이용 가구,명령에따른리콜,㈜쁘띠엘린,국외>아시아지역>중국,,,,유해물질,5차,2021-10-15
,네티 1150 베이비장 주니어장 어린이 키즈 옷장 미니 5단 아기방 유아 아기 서랍장,수납가구(어린이용 가구),,제조,어린이>어린이용 가구,명령에따른리콜,파파스퍼니처,국내>아시아지역>대한민국,,,,유해물질,5차,2021-10-15
,(제품명)우산-두파두파디노우산 (품번)O11R11B,우산(어린이용 우산 및 양산),오즈키즈,수입,어린이>어린이용 우산 및 양산,명령에따른리콜,(주)오픈한,국외>아시아지역>중국,,,,유해물질,5차,2021-10-15
,우산-디노툰그린,우산(어린이용 우산 및 양산),멜리니,수입,어린이>어린이용 우산 및 양산,명령에따른리콜,㈜스텝케어,국외>아시아지역>중국,,,,유해물질,5차,2021-10-15
CB133R016-1001<br>(인증모델:로얄베이비),S192,유모차(유모차),로얄베이비,수입,어린이>유모차,명령에따른리콜,(주)제이투스포츠,국외>아시아지역>중국,,,,유해물질,5차,2021-10-15
CB115R0163-0002<br>(인증모델:봉제필통),봉제필통,필통(학용품),,수입,어린이>학용품,명령에따른리콜,㈜한들,국외>아시아지역>중국,,,,유해물질,5차,2021-10-15
CB117R012-0002<br>(인증모델:jr.painter),피에스타 색연필 60색,연필류 및 연필심(학용품),-,수입,,명령에따른리콜,㈜포인트라인,국외>아시아지역>중국,,,,유해물질,5차,2021-10-15
CB082R013-9001<br>(인증모델:미코유아식탁의자),(제품명)미코유아식탁의자,유아용 높은 의자(유아용 의자),미코,수입,어린이>유아용 의자,명령에따른리콜,디어 아이,국외>아시아지역>중국,,,,낙상,5차,2021-10-15
CB065R0960-0002<br>(인증모델:십자수),십자수,미술공예 완구(완구),,수입,어린이>완구,명령에따른리콜,혜안,국외>아시아지역>중국,,국외>아시아지역>중국,,유해물질,5차,2021-10-15
CB067R596-0002<br>(인증모델:[아이팜]마켓놀이),아이팜 해피 마켓놀이,역할놀이 완구(완구),,수입,어린이>완구,명령에따른리콜,(주)에스엠코프,국외>아시아지역>중국,,,,유해물질,5차,2021-10-15
CB061R2170-7002A<br>(인증모델:GUN),GUN,발사체 완구(완구),,수입,어린이>완구,명령에따른리콜,㈜대양무역,국외>아시아지역>중국,,,,유해물질,5차,2021-10-15
CB061R5571-0001<br>(인증모델:해피월드봉제_KCL20),해피월드봉제_KCL20,봉제인형(완구),,수입,어린이>완구,명령에따른리콜,(주)해피월드인터내셔널,국외>아시아지역>중국,,,,유해물질,5차,2021-10-15
CB064A019-9003(인증모델:핑크퐁워터펜),핑크퐁 워터펜,미술공예 완구(완구),-,제조,어린이>완구,명령에따른리콜,스마트스터디 ㈜,국내>아시아지역>대한민국,,,,유해물질,5차,2021-10-15
CB063R3533-0004<br>(인증모델:자석완구-QD20),자석완구-QD20,미술공예 완구(완구),,수입,어린이>완구,명령에따른리콜,㈜아성HMP,국외>아시아지역>중국,,,,유해물질,5차,2021-10-15
CB065R0839-0001<br>(인증모델:SLIDE-SERIES),SLIDE-SERIES,활동완구(완구),,수입,어린이>완구,명령에따른리콜,㈜이토,국외>아시아지역>중국,,,,유해물질,5차,2021-10-15
CB064R3051-1001<br>(인증모델:페어리미끄럼틀그네세트),페어리 미끄럼틀,활동완구(완구),,수입,어린이>완구,명령에따른리콜,파피루스,국외>아시아지역>중국,,,,유해물질,5차,2021-10-15
CB051H001-0001<br>(인증모델:FR2B001BR),621432,아동용 이단침대(아동용 이단침대),,제조,어린이>아동용 이단침대,명령에따른리콜,(주)핀란디아,국내>아시아지역>대한민국,,,,낙상,5차,2021-10-15
ZU10263-15001/ZU10263-15001A,슈레드 마스터 프로 64C (수입 : 60개 / 판매 : 61개 Sample 1개 포함) / 슈레드 마스터 프로 65C ( 수입 : 76개 / 판매 : 71개 ) / 슈레드 마스터 프로 66C ( 수입 : 18개 / 판매 : 19개 Sample 1개 포함 ),문서 세단기,GBC,수입,,자발적리콜,카피어랜드,,,,,,,2021-10-26
B132R374-18001<br>(인증모델:ZeknovaRS606),RS606 R4 - 245/40ZR18 97W,승용차용 타이어(자동차용 타이어),Zeknova,수입,화학>자동차용 타이어>승용차용 타이어,명령에따른리콜,제크노바타이어,국외>아시아지역>중국,,,,낙상,수시6차(자동차용 타이어),2021-11-23
,GENCO G7 - 255/55ZR18 109Y,승용차용 타이어(자동차용 타이어),GENCO,수입,화학>자동차용 타이어>승용차용 타이어,명령에따른리콜,바꾸바꾸,국외>아시아지역>중국,,,,낙상,수시6차(자동차용 타이어),2021-11-23
CB024T011-1001,frigg pacifier,합성수지제 어린이용품,프리그코리아,수입,,자발적리콜,프리그코리아,,,,,,,2022-01-21
CB021T040-1002,Frigg Silicon,FRIGG ,Mushie,수입,,자발적리콜,엘린제이,,,,,,,2022-01-20
T2020-15530,리베라 5단 서랍장 800,높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구),삼익가구,제조,생활>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정)>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정),명령에따른리콜,(주)스튜디오삼익,국내>아시아지역>대한민국,,,,낙상,6차,2021-12-10
,베이직 5단 800 서랍장 A타입,높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구),아이엔지홈,제조,생활>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정)>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정),명령에따른리콜,㈜아이앤지퍼니처,국내>아시아지역>대한민국,,,,낙상,6차,2021-12-10
,Jenna 4단 서랍장 대용량 수납장,높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구),아리아퍼니쳐,수입,생활>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정)>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정),명령에따른리콜,주식회사 아리아컴퍼니,미상>미상>미상,,,,낙상,6차,2021-12-10
,샌드 800 5단 서랍장 sw056,높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구),퍼피노,제조,생활>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정)>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정),명령에따른리콜,(주)에스엠디네트웍스,국내>아시아지역>대한민국,,,,낙상,6차,2021-12-10
,그로브 5단 서랍장,높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구),에보니아,제조,생활>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정)>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정),명령에따른리콜,㈜에보니아,국내>아시아지역>대한민국,,,,낙상,6차,2021-12-10
,베리타 참죽나무 5단 서랍장 TP,높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구),파로마가구,제조,생활>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정)>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정),명령에따른리콜,주식회사 아이앤에프,국내>아시아지역>대한민국,,,,낙상,6차,2021-12-10
,메가 칸칸이 5단 서랍장 800 CB010,높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구),홈인홈,제조,생활>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정)>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정),명령에따른리콜,㈜쓰임자리연구소,국내>아시아지역>대한민국,,,,낙상,6차,2021-12-10
,루나 800 5단 서랍장,높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구),로쏘,제조,생활>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정)>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정),명령에따른리콜,주식회사 나우플러스,국내>아시아지역>대한민국,,,,낙상,6차,2021-12-10
,댄디 1000 빅 와이드 5단 속깊은 서랍장,높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구),트리빔하우스,제조,생활>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정)>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정),명령에따른리콜,위드현,국내>아시아지역>대한민국,,,,낙상,6차,2021-12-10
B684H004-3001<br>(인증모델:핫팩),천하무적 활성탄 핫팩(캐릭터),온열팩(온열팩),토이코리아,제조,생활용품>온열팩>온열팩,명령에따른리콜,토이코리아,국내>아시아지역>대한민국,,,,화재 및 화상,6차,2021-12-10
B315R0021-20001<br>(인증모델:T1),FB1DR62,스노보드(스노보드),브로즈,수입,생활용품>스노보드>스노보드,명령에따른리콜,브로즈 디스트리뷰션,국외>아시아지역>중국,,,,기타,6차,2021-12-10
B533R5025-19002<br>(인증모델:PIONEER),살로몬 파이오니아,스키용 안전모(운동용 안전모),살로몬,수입,생활용품>운동용 안전모>스키용 안전모,명령에따른리콜,(주)아머스포츠코리아,국외>아시아지역>중국,,,,낙상,6차,2021-12-10
B521A001-18001<br>(인증모델:RCH-001),레트로버 헬멧,승차용 안전모(승차용 안전모),모테로스,제조,생활용품>승차용 안전모>승차용 안전모,명령에따른리콜,(주)레트로버,국내>아시아지역>대한민국,,,,낙상,6차,2021-12-10
N521R020-20031<br>(인증모델:REXTON),REXTON,승차용 안전모(승차용 안전모),SST,수입,생활용품>승차용 안전모>승차용 안전모,명령에따른리콜,이토르,국외>아시아지역>인도네시아,,,,낙상,6차,2021-12-10
YH11107-18001B,FLB18S3,LED 램프(모듈)(그밖의 램프),,제조,조명기기>그밖의 램프>LED램프(모듈),명령에따른리콜,(주)에이치이비 (Heb Co.Ltd),국내>아시아지역>대한민국,,,,감전,6차,2021-12-10
YH11089-14001(온라인표시),HSLED-14-20(온라인 표시),LED 램프(모듈)(그밖의 램프),,제조,조명기기>그밖의 램프>LED램프(모듈),명령에따른리콜,주식회사 프라임엘이디(판매업체),국내>아시아지역>대한민국,,,,감전,6차,2021-12-10
SH11226-20001,EP-MR16-20T,조명기구용컨버터(LED 전원공급장치 포함)(안정기 및 램프제어장치),,제조,조명기기>안정기 및 램프제어장치>조명기구용컨버터(LED 전원공급장치 포함),명령에따른리콜,주식회사 일렉스코리아,국내>아시아지역>대한민국,,,,감전,6차,2021-12-10
JD11096-20001,BT-CL-60WAC,LED등기구(일반조명기구),바텍,제조,조명기기>일반조명기구>LED등기구,명령에따른리콜,주식회사 삼오전자,국내>아시아지역>대한민국,,,,감전,6차,2021-12-10
JH11714-19007,TL-LVRM180LP-6,LED등기구(일반조명기구),장수램프,제조,조명기기>일반조명기구>LED등기구,명령에따른리콜,(주)토탈룩스,국내>아시아지역>대한민국,,,,감전,6차,2021-12-10
XU070373-19001A,LIFE GEAR 발열조끼,전기찜질기(직류전원을 사용하는 전기찜질기 발보온기),브리사,수입,전기기기>직류전원을 사용하는 전기찜질기 발보온기>전기찜질기,명령에따른리콜,재은유통,국외>아시아지역>중국,,,,화재 및 화상,6차,2021-12-10
YU07189-19001,HIVE-300,전기찜질기(직류전원을 사용하는 전기찜질기 발보온기),스위스밀리터리,수입,전기기기>직류전원을 사용하는 전기찜질기 발보온기>전기찜질기,명령에따른리콜,디지프리 INT,국외>아시아지역>중국,,,,화재 및 화상,6차,2021-12-10
YU07231-20001,M01,전기찜질기(직류전원을 사용하는 전기찜질기 발보온기),,수입,전기기기>직류전원을 사용하는 전기찜질기 발보온기>전기찜질기,명령에따른리콜,주식회사 동광앤에스,국외>아시아지역>중국,,,,화재 및 화상,6차,2021-12-10
YK07019-19002,히템바디(HEATEM Body)(온라인표시),전기찜질기(직류전원을 사용하는 전기찜질기 발보온기),HEATEM,제조,전기기기>직류전원을 사용하는 전기찜질기 발보온기>전기찜질기,명령에따른리콜,주식회사 히템,국내>아시아지역>대한민국,,,,화재 및 화상,6차,2021-12-10
YA07070-19001,HESTIA-1,전기찜질기(직류전원을 사용하는 전기찜질기 발보온기),헤스티아화,제조,전기기기>직류전원을 사용하는 전기찜질기 발보온기>전기찜질기,명령에따른리콜,K&B Korea Inc,국내>아시아지역>대한민국,,,,화재 및 화상,6차,2021-12-10
XU070388-19001A,HEAT-NS250,전기찜질기(직류전원을 사용하는 전기찜질기 발보온기),머레이코리아,수입,전기기기>직류전원을 사용하는 전기찜질기 발보온기>전기찜질기,명령에따른리콜,(주)머레이코리아,국외>아시아지역>중국,,,,화재 및 화상,6차,2021-12-10
JH07900-17001,발난로,발보온기(교류전원을 사용하는 전기찜질기 발보온기),아이글루,제조,전기기기>교류전원을 사용하는 전기찜질기 발 보온기>발보온기,명령에따른리콜,(주)분당ENG,국내>아시아지역>대한민국,,,,화재 및 화상,6차,2021-12-10
HU072659-20002,CAS-CM04,전기찜질기(교류전원을 사용하는 전기찜질기 발보온기),CAS,수입,전기기기>교류전원을 사용하는 전기찜질기 발 보온기>전기찜질기,명령에따른리콜,(주)피플스,국외>아시아지역>중국,,,,화재 및 화상,6차,2021-12-10
HU071861-18005,KSJ-1200A,전기찜질기(교류전원을 사용하는 전기찜질기 발보온기),,수입,전기기기>교류전원을 사용하는 전기찜질기 발 보온기>전기찜질기,명령에따른리콜,(주)명인상사,국외>아시아지역>중국,,,,화재 및 화상,6차,2021-12-10
HH071242-17011A,BS-20,전기방석(교류전원을 사용하는 전기찜질기 발보온기),유일,제조,전기기기>교류전원을 사용하는 전기찜질기 발 보온기>전기방석,명령에따른리콜,신유일전자,국내>아시아지역>대한민국,,,,화재 및 화상,6차,2021-12-10
JH07473-9007,HM-2008-SOPA,전기매트(전기담요 및 매트 전기침대),현대의료기,제조,전기기기>전기담요 및 매트 전기침대>전기매트,명령에따른리콜,(주)현대의료기,국내>아시아지역>대한민국,,,,화재 및 화상,6차,2021-12-10
HM07091-20005,FG-1,전기매트(전기담요 및 매트 전기침대),풀꽃향기,제조,전기기기>전기담요 및 매트 전기침대>전기매트,명령에따른리콜,풀꽃향기,국내>아시아지역>대한민국,,,,화재 및 화상,6차,2021-12-10
,어린이용 가죽끈장식 안경줄 및 메탈 안경줄,기타어린이제품(기타어린이제품),,제조,기타어린이제품>,명령에따른리콜,(주)세컨아이즈,국내>아시아지역>대한민국,,,,유해물질,6차,2021-12-13
,(품번)MAIT2130041903 (품명)악기공룡맨투맨,중의류(아섬)(아동용 섬유제품),마미버드,제조,어린이>아동용 섬유제품,명령에따른리콜,㈜마미버드,국내>아시아지역>대한민국,,,,유해물질,6차,2021-12-13
,(품번)FK2DJD4101X (품명)ARIA 다운자켓,외의류(아섬)(아동용 섬유제품),휠라키즈,수입,어린이>아동용 섬유제품,명령에따른리콜,㈜팬로프,국외>아시아지역>베트남,,,,질식,6차,2021-12-13
,(품명)샤이닝 야구점퍼,어린이용 가죽제품(어린이용 가죽제품),게스키즈,수입,어린이>어린이용 가죽제품,명령에따른리콜,㈜퍼스트어패럴,국외>아시아지역>중국,,,,유해물질,6차,2021-12-13
,(제품명)부클리본플랫,어린이용 가죽제품(어린이용 가죽제품),빔보빔바,수입,어린이>어린이용 가죽제품,명령에따른리콜,㈜ 더그로우,국외>아시아지역>중국,,,,유해물질,6차,2021-12-13
,(제품명)세라 (품번)MEJAKWMM07-0690,어린이용 가죽제품(어린이용 가죽제품),멜리니,제조,어린이>어린이용 가죽제품,명령에따른리콜,㈜스텝케어,국내>아시아지역>대한민국,,,,유해물질,6차,2021-12-13
,188.500.1669,어린이용 가죽제품(어린이용 가죽제품),팜필리,수입,어린이>어린이용 가죽제품,명령에따른리콜,도트엔도트,국외>미주지역>브라질,,,,유해물질,6차,2021-12-13
,메탈 라운드 선글라스,어린이용 안경테(선그라스를 포함)(어린이용 안경테(선그라스를 포함)),슈펜키즈,수입,어린이>어린이용 안경테(선글라스 포함),명령에따른리콜,㈜이랜드리테일,국외>아시아지역>중국,,,,유해물질,6차,2021-12-13
,(품명)베이비반즈 선글라스 (인터넷) J BANZ WINGS Sunglasses,어린이용 안경테(선그라스를 포함)(어린이용 안경테(선그라스를 포함)),베이비반즈,수입,어린이>어린이용 안경테(선글라스 포함),명령에따른리콜,커머스플러스㈜,국외>그 밖의 지역>대만,,,,유해물질,6차,2021-12-13
CB131R145-7001<br>(인증모델:X1),X1,유모차(유모차),에어보스,수입,어린이>유모차,명령에따른리콜,(주)거목인터내셔날,국외>아시아지역>중국,,,,낙상,6차,2021-12-13
CB061R4982-9001A<br>(인증모델:레일차6601),트렉파크 A333-77,기타완구(작동완구)(완구),,수입,어린이>완구,명령에따른리콜,씨케이코리아주식회사(CKKOREAInc.),국외>아시아지역>중국,,,,유해물질,6차,2021-12-13
CB063R4165-20001<br>(인증모델:PAPASTOY-0102),PAPASTOY-0102,승용 완구(완구),,수입,어린이>완구,명령에따른리콜,(주) 태서전기,국외>아시아지역>중국,,,,유해물질,6차,2021-12-13
CB061R4606-0001<br>(인증모델:VA-HD-K203),VA-HD-K203,승용 완구(완구),,수입,어린이>완구,명령에따른리콜,(주)비바스포츠,국외>아시아지역>중국,,,,유해물질,6차,2021-12-13
CB063R2778-0007<br>(인증모델:k-11),완구 K-11,승용 완구(완구),,수입,어린이>완구,명령에따른리콜,수생토이즈,국외>아시아지역>중국,,,,낙상,6차,2021-12-13
CB063R2204-8001<br>(인증모델:BLOCKPLAY블록놀이),BLOCK PLAY / 블록놀이,블록완구(완구),,수입,어린이>완구,명령에따른리콜,㈜주영이앤씨,국외>아시아지역>중국,,,,유해물질,6차,2021-12-13
CB031R052-0001<br>(인증모델:S-1),터틀쉴드 K155,보호장구(어린이용 스포츠 보호용품),켈리앤스테판,수입,어린이>어린이용 스포츠 보호용품(보호장구 및 안전모),명령에따른리콜,켈리앤스테판,국외>아시아지역>중국,,,,유해물질,6차,2021-12-13
CB015H0173-9001<br>(인증모델:유아덧신),(품명)랑이 뱀부 덧신,양말류(유섬)(유아용 섬유제품),압소바,제조,어린이>유아용 섬유제품,명령에따른리콜,미래상사,국내>아시아지역>대한민국,,,,유해물질,6차,2021-12-13
,PFA72GL01A,가죽제품(가죽제품),피닉스,수입,화학>가죽제품>가죽제품,명령에따른리콜,화광교역 주식회사,국외>아시아지역>베트남,,,,유해물질,6차,2021-12-10
,REUSCH D.MONEY R-TEX XT,가죽제품(가죽제품),로이쉬,수입,화학>가죽제품>가죽제품,명령에따른리콜,㈜더에이치투,국외>아시아지역>베트남,,,,유해물질,6차,2021-12-10
CB011A109-0002<br>(인증모델:아바마턱받이),캐릭터 턱받이 3종 소라세트,신생아용품(유섬)(유아용 섬유제품),,제조,어린이>유아용 섬유제품,명령에따른리콜,(주)아바마,국내>아시아지역>대한민국,,,,유해물질,6차,2021-12-13
JK07004-21007,CRT-RPK1040I  CRT-RPK1070S  CRT-RPK1070W CRT-RPK1040M  CRT-PIP1040KR  CRT-PMP1040KR,전기압력밥솥,121 밥솥 10인용,제조,,자발적리콜,(주)쿠첸,국내>아시아지역>대한민국,(주)쿠첸,국내>아시아지역>대한민국,,,,2022-02-08
HU10838-15001C,FT80510,직류전원장치(직류전원장치),-,수입,정보통신 사무기기>직류전원장치>직류전원장치,명령에따른리콜,(주)더스마티,국외>아시아지역>중국,,,,감전,1차,2022-02-25
HU101204-21002A,AL0101,직류전원장치(직류전원장치),에이투,수입,정보통신 사무기기>직류전원장치>직류전원장치,명령에따른리콜,에이투인터내셔널,국외>아시아지역>중국,,,,감전,1차,2022-02-25
,루이본 비건 누드 쌍꺼풀 테이프 264개입,쌍꺼풀용 테이프(쌍꺼풀용 테이프),-,제조,생활>쌍커풀용 테이프>쌍커풀용 테이프,명령에따른리콜,에이스상사,국내>아시아지역>대한민국,,,,유해물질,1차,2022-02-28
-(인증모델:-),라라리즈 아이 리프팅 레이스,쌍꺼풀용 테이프(쌍꺼풀용 테이프),-,수입,생활>쌍커풀용 테이프>쌍커풀용 테이프,명령에따른리콜,(주)라라리즈,국외>아시아지역>중국,,,,유해물질,1차,2022-02-28
-(인증모델:-),미디자인 레이스 쌍꺼풀 테이프 넓은형 360p,쌍꺼풀용 테이프(쌍꺼풀용 테이프),-,수입,생활>쌍커풀용 테이프>쌍커풀용 테이프,명령에따른리콜,H인터내셔널,국외>아시아지역>중국,,,,유해물질,1차,2022-02-28
-(인증모델:-),DEK-0724 다크니스 누드 쌍꺼풀테이프(단면) 132회 OPP,쌍꺼풀용 테이프(쌍꺼풀용 테이프),-,제조,생활>쌍커풀용 테이프>쌍커풀용 테이프,명령에따른리콜,에이스상사,국내>아시아지역>대한민국,,,,유해물질,1차,2022-02-28
-(인증모델:-),26858 매직쌍꺼풀테이프(스탠다드형),쌍꺼풀용 테이프(쌍꺼풀용 테이프),-,제조,생활>쌍커풀용 테이프>쌍커풀용 테이프,명령에따른리콜,에이스상사,국내>아시아지역>대한민국,,,,유해물질,1차,2022-02-28
GFCC-22K0138,루미 LPM 5단 800 서랍장,높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구),가이온,제조,생활>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정)>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정),명령에따른리콜,㈜가이온퍼니처,국내>아시아지역>대한민국,,,,낙상,1차,2022-02-28
-(인증모델:-),엘리브 골드니스 5단 서랍장 수납장 js028,높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구),보루네오,제조,생활>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정)>가구(높이 762mm이상의 가정용 서랍장 및 사무용 파일링 캐비닛에 한정),명령에따른리콜,㈜세양침대,국내>아시아지역>대한민국,,,,낙상,1차,2022-02-28
B401R073-19002<br>(인증모델:K220STFOLDING),PABLO 26FGS,일반용자전거(이륜자전거),-,수입,생활용품>이륜자전거>일반용자전거,명령에따른리콜,K2BIKE,국외>아시아지역>중국,,,,낙상,1차,2022-02-28
-(인증모델:-),(제품표시)한울나비 여아한복 SD6W13-7,외의류(아동용 섬유제품),,수입,어린이>아동용 섬유제품,명령에따른리콜,㈜패션플러스,국외>아시아지역>베트남,,,,유해물질,1차,2022-02-28
-(인증모델:-),(품번)QW1938DAK3,외의류(아동용 섬유제품),단톤키즈,수입,어린이>아동용 섬유제품,명령에따른리콜,삼성물산㈜,국외>아시아지역>중국,,,,질식,1차,2022-02-28
-(인증모델:-),(상품)APK TECH FLEECE SET FP21 BLK (품번)13114802,중의류(아동용 섬유제품),뉴에라키즈,수입,어린이>아동용 섬유제품,명령에따른리콜,뉴에라캡코리아(유),국외>아시아지역>베트남,,,,질식,1차,2022-02-28
-(인증모델:-),(품명)큐브 키높이 행거2단,수납가구(어린이용 가구),,제조,어린이>어린이용 가구,명령에따른리콜,미르상사(미르가구),국내>아시아지역>대한민국,,,,유해물질,1차,2022-02-28
,(온라인)예다움 폴스 초등학생 의자 블랙바디(회전형),의자(어린이용 가구),예다움,제조,어린이>어린이용 가구,명령에따른리콜,(주)제네스컴퍼니,국내>아시아지역>대한민국,,,,유해물질,1차,2022-02-28
,(온라인)오리지날 티고 발받침타입,의자(어린이용 가구),,제조,어린이>어린이용 가구,명령에따른리콜,(주)더자리체어,국내>아시아지역>대한민국,,,,유해물질,1차,2022-02-28
,(제품명)Mario_Black/White,선글라스(어린이용 안경테 및 선글라스),키즈스퀘어,제조,어린이>어린이용 안경테(선글라스 포함),명령에따른리콜,㈜반도옵티칼,국내>아시아지역>대한민국,,,,유해물질,1차,2022-02-28
,(제품명)KDC8001-C04,선글라스(어린이용 안경테 및 선글라스),소다몬,제조,어린이>어린이용 안경테(선글라스 포함),명령에따른리콜,주식회사 크리브,국내>아시아지역>대한민국,,,,유해물질,1차,2022-02-28
,(온라인) 라뷰옵틱 어린이 블루라이트 차단 안경,안경테(어린이용 안경테 및 선글라스),,수입,어린이>어린이용 안경테(선글라스 포함),명령에따른리콜,라 리베라,미상>미상>미상,,,,유해물질,1차,2022-02-28
CB111R405-7002<br>(인증모델:모닝글로리색연필),모닝글로리 색연필,연필류·연필심(학용품),모닝글로리,수입,어린이>학용품,명령에따른리콜,(주)모닝글로리,국외>아시아지역>중국,,,,유해물질,1차,2022-02-28
CB113R141-20002<br>(인증모델:작은연필깎이),학용품(연필 깎이),연필깎이(학용품),,수입,어린이>학용품,명령에따른리콜,점프,국외>아시아지역>중국,,,,유해물질,1차,2022-02-28
CB111R491-8001<br>(인증모델:나무연필),나무연필,연필류·연필심(학용품),,수입,어린이>학용품,명령에따른리콜,정현쥬얼리,국외>아시아지역>중국,,,,유해물질,1차,2022-02-28
